title,author,date,views,likes,link
Why schools should teach entrepreneurship,Linda Zhang,December 2017,42000,1200,https://ted.com/talks/linda_zhang_why_schools_should_teach_entrepreneurship
It's (past) time to appreciate cultural diversity,Hayley Yeates,December 2017,116000,3400,https://ted.com/talks/hayley_yeates_it_s_past_time_to_appreciate_cultural_diversity
When genetic choice becomes personal,Alastair O'Neill,December 2017,12000,383,https://ted.com/talks/alastair_o_neill_when_genetic_choice_becomes_personal
Fashion that celebrates African strength and spirit,Walé Oyéjidé,August 2017,929000,27000,https://ted.com/talks/wale_oyejide_fashion_that_celebrates_african_strength_and_spirit
Why I train grandmothers to treat depression,Dixon Chibanda,November 2017,3000000,92000,https://ted.com/talks/dixon_chibanda_why_i_train_grandmothers_to_treat_depression
The virginity fraud,Nina Dølvik Brochmann and Ellen Støkken Dahl,May 2017,1700000,51000,https://ted.com/talks/nina_dolvik_brochmann_and_ellen_stokken_dahl_the_virginity_fraud
The surprising ingredient that makes businesses work better,Marco Alverà,October 2017,3100000,95000,https://ted.com/talks/marco_alvera_the_surprising_ingredient_that_makes_businesses_work_better
To the beat of light,The Holladay Brothers,November 2016,3800,114,https://ted.com/talks/the_holladay_brothers_to_the_beat_of_light
Technology that tackles the teen suicide epidemic,Tanmay Bakshi,December 2017,89000,2600,https://ted.com/talks/tanmay_bakshi_technology_that_tackles_the_teen_suicide_epidemic
Can we protect AI from our biases?,Robin Hauser,December 2017,27000,824,https://ted.com/talks/robin_hauser_can_we_protect_ai_from_our_biases
How we'll predict the next refugee crisis,Rana Novack,December 2017,12000,388,https://ted.com/talks/rana_novack_how_we_ll_predict_the_next_refugee_crisis
8 steps to understanding information (and maybe the universe),Phil Tetlow,December 2017,10000,323,https://ted.com/talks/phil_tetlow_8_steps_to_understanding_information_and_maybe_the_universe
The mind-body problem of scientific discovery,Natalie Gunn,December 2017,7300,220,https://ted.com/talks/natalie_gunn_the_mind_body_problem_of_scientific_discovery
A poet's plea to save our planet, IN-Q,December 2017,27000,818,https://ted.com/talks/in_q_a_poet_s_plea_to_save_our_planet
"""San Francisco""", The Ferocious Few,December 2017,2600,79,https://ted.com/talks/the_ferocious_few_san_francisco
A mathematical model for predicting Parkinson's,Eleftheria Pissadaki,December 2017,6600,199,https://ted.com/talks/eleftheria_pissadaki_a_mathematical_model_for_predicting_parkinson_s
How our brains will keep up with AI,Bruno Michel,December 2017,7700,233,https://ted.com/talks/bruno_michel_how_our_brains_will_keep_up_with_ai
Can we be friends with our AI?,Adam Cutler,December 2017,9700,292,https://ted.com/talks/adam_cutler_can_we_be_friends_with_our_ai
Machines need an algorithm for humor. This is what it looks like,Vinith Misra,October 2015,9300,280,https://ted.com/talks/vinith_misra_machines_need_an_algorithm_for_humor_this_is_what_it_looks_like
How a company can nurture its internal rebels,Shoel Perelman,October 2015,10000,317,https://ted.com/talks/shoel_perelman_how_a_company_can_nurture_its_internal_rebels
The microbes in our food can save lives,Robert Prill,October 2015,6800,206,https://ted.com/talks/robert_prill_the_microbes_in_our_food_can_save_lives
What makes technology so habit-forming?,Nir Eyal,October 2015,95000,2800,https://ted.com/talks/nir_eyal_what_makes_technology_so_habit_forming
Take back control of your personal data,Maria Dubovitskaya,October 2015,16000,497,https://ted.com/talks/maria_dubovitskaya_take_back_control_of_your_personal_data
This weather forecasting model is actually accurate,Lloyd Treinish,October 2015,35000,1000,https://ted.com/talks/lloyd_treinish_this_weather_forecasting_model_is_actually_accurate
"""Home to Oakland"" and ""Walk Away""",Lisa-Marie Johnston,October 2015,3400,102,https://ted.com/talks/lisa_marie_johnston_home_to_oakland_and_walk_away
Easing water scarcity by understanding when and where it flows,Kala Fleming,October 2015,12000,363,https://ted.com/talks/kala_fleming_easing_water_scarcity_by_understanding_when_and_where_it_flows
The future of supercomputers? A quantum chip colder than outer space,Jerry Chow,October 2015,37000,1100,https://ted.com/talks/jerry_chow_the_future_of_supercomputers_a_quantum_chip_colder_than_outer_space
A super-strong plastic that reverts to dust,Jeannette Garcia,October 2015,20000,607,https://ted.com/talks/jeannette_garcia_a_super_strong_plastic_that_reverts_to_dust
Why millennials today hold more power than ever before,Jared Kleinert,October 2015,24000,738,https://ted.com/talks/jared_kleinert_why_millennials_today_hold_more_power_than_ever_before
How IBM's Watson is redefining the future of cooking,Florian Pinel,September 2014,13000,409,https://ted.com/talks/florian_pinel_how_ibm_s_watson_is_redefining_the_future_of_cooking
Efficient leadership in the digital era,Charlene Li,September 2014,137000,4100,https://ted.com/talks/charlene_li_efficient_leadership_in_the_digital_era
Can credit scores be determined by cellphone data?,Eric Mibuari,October 2015,11000,353,https://ted.com/talks/eric_mibuari_can_credit_scores_be_determined_by_cellphone_data
Can a teddybear change how children relate to their own disease?,Aaron Horowitz,October 2015,7600,228,https://ted.com/talks/aaron_horowitz_can_a_teddybear_change_how_children_relate_to_their_own_disease
How does the brain work in everyday situations?,Tan Le,September 2014,71000,2100,https://ted.com/talks/tan_le_how_does_the_brain_work_in_everyday_situations
How we could use big data to forecast the next global outbreak,Monika Blaumueller,September 2014,7400,223,https://ted.com/talks/monika_blaumueller_how_we_could_use_big_data_to_forecast_the_next_global_outbreak
Capitalism isn't an ideology — it's an operating system,Bhu Srinivasan,October 2017,1100000,33000,https://ted.com/talks/bhu_srinivasan_capitalism_isn_t_an_ideology_it_s_an_operating_system
"""Good Morning Young Artist"" and ""Ms. Metronome""",Mike Sempert,September 2014,2400,72,https://ted.com/talks/mike_sempert_good_morning_young_artist_and_ms_metronome
The ethics of collecting data,Marie Wallace,September 2014,67000,2000,https://ted.com/talks/marie_wallace_the_ethics_of_collecting_data
A vision of the future from IBM's most prolific inventor,Lisa Seacat DeLuca,September 2014,25000,756,https://ted.com/talks/lisa_seacat_deluca_a_vision_of_the_future_from_ibm_s_most_prolific_inventor
The importance of emotional tone in the digital age,Kareem Yusuf,September 2014,18000,565,https://ted.com/talks/kareem_yusuf_the_importance_of_emotional_tone_in_the_digital_age
How to achieve more quality hospital care (with less noise),Inhi Cho Suh,September 2014,13000,398,https://ted.com/talks/inhi_cho_suh_how_to_achieve_more_quality_hospital_care_with_less_noise
"A local, sustainable solution to the energy crisis",Gianluca Ambrosetti,September 2014,14000,449,https://ted.com/talks/gianluca_ambrosetti_a_local_sustainable_solution_to_the_energy_crisis
The big data behind complex human emotions ,Erick Brethenoux,September 2014,10000,316,https://ted.com/talks/erick_brethenoux_the_big_data_behind_complex_human_emotions
Why social media is reimagining our future,Bryan Kramer,September 2014,89000,2600,https://ted.com/talks/bryan_kramer_why_social_media_is_reimagining_our_future
Diversity in harmony, Wobbly World,November 2016,5400,163,https://ted.com/talks/wobbly_world_diversity_in_harmony
A business against racism ,Villy Wang,November 2016,19000,596,https://ted.com/talks/villy_wang_a_business_against_racism
An instrument anyone can play,Tim Exile,November 2016,22000,673,https://ted.com/talks/tim_exile_an_instrument_anyone_can_play
What if the best fertilizer was an algorithm?,Laxmi Parida,November 2016,12000,375,https://ted.com/talks/laxmi_parida_what_if_the_best_fertilizer_was_an_algorithm
A library of minds,Juliane Gallina,November 2016,6300,190,https://ted.com/talks/juliane_gallina_a_library_of_minds
Why the brain is simpler than we think,James Kozloski,November 2016,8200,246,https://ted.com/talks/james_kozloski_why_the_brain_is_simpler_than_we_think
We are not mud ,Ise Lyfe,November 2016,5800,174,https://ted.com/talks/ise_lyfe_we_are_not_mud
How to trick yourself into good behavior ,Bob Nease,November 2016,32000,964,https://ted.com/talks/bob_nease_how_to_trick_yourself_into_good_behavior
The world's first AI legal assistant ,Andrew Arruda,November 2016,65000,1900,https://ted.com/talks/andrew_arruda_the_world_s_first_ai_legal_assistant
3 lessons of revolutionary love in a time of rage,Valarie Kaur,November 2017,3200000,97000,https://ted.com/talks/valarie_kaur_3_lessons_of_revolutionary_love_in_a_time_of_rage
"""My Fine Reward""",Tito Deler,November 2017,231000,6900,https://ted.com/talks/tito_deler_my_fine_reward
How protest is redefining democracy around the world,Zachariah Mampilly,August 2017,943000,28000,https://ted.com/talks/zachariah_mampilly_how_protest_is_redefining_democracy_around_the_world
This company pays kids to do their math homework,Mohamad Jebara,December 2017,1100000,35000,https://ted.com/talks/mohamad_jebara_this_company_pays_kids_to_do_their_math_homework
Why girls and boys should play sports together,John Brenkus,January 2018,55000,1600,https://ted.com/talks/john_brenkus_why_girls_and_boys_should_play_sports_together
How architecture can create dignity for all,John Cary,November 2017,1100000,33000,https://ted.com/talks/john_cary_how_architecture_can_create_dignity_for_all
"How we can help hungry kids, one text at a time",Su Kahumbu,August 2017,1000000,30000,https://ted.com/talks/su_kahumbu_how_we_can_help_hungry_kids_one_text_at_a_time
This deep-sea mystery is changing our understanding of life,Karen Lloyd,October 2017,2500000,77000,https://ted.com/talks/karen_lloyd_this_deep_sea_mystery_is_changing_our_understanding_of_life
How to fix a broken heart,Guy Winch,April 2017,13000000,405000,https://ted.com/talks/guy_winch_how_to_fix_a_broken_heart
How I use Minecraft to help kids with autism,Stuart Duncan,April 2017,1200000,36000,https://ted.com/talks/stuart_duncan_how_i_use_minecraft_to_help_kids_with_autism
From death row to law graduate,Peter Ouko,August 2017,1000000,31000,https://ted.com/talks/peter_ouko_from_death_row_to_law_graduate
6 space technologies we can use to improve life on Earth,Danielle Wood,November 2017,1400000,42000,https://ted.com/talks/danielle_wood_6_space_technologies_we_can_use_to_improve_life_on_earth
Black life at the intersection of birth and death,"Mwende ""FreeQuency"" Katwiwa",November 2017,975000,29000,https://ted.com/talks/mwende_freequency_katwiwa_black_life_at_the_intersection_of_birth_and_death
The importance of visual literacy,David Hooker,November 2017,22000,672,https://ted.com/talks/david_hooker_the_importance_of_visual_literacy
My failed mission to find God — and what I found instead,Anjali Kumar,November 2017,3500000,107000,https://ted.com/talks/anjali_kumar_my_failed_mission_to_find_god_and_what_i_found_instead
Finding music in mundanity,Tim Exile,November 2017,4500,137,https://ted.com/talks/tim_exile_finding_music_in_mundanity
Using happiness to evaluate a company's success,Lena Dumont,November 2017,15000,467,https://ted.com/talks/lena_dumont_using_happiness_to_evaluate_a_company_s_success
3 things I learned from my intellectually disabled son,Emilie Weight,November 2017,26000,807,https://ted.com/talks/emilie_weight_3_things_i_learned_from_my_intellectually_disabled_son
"Can we ""print"" smart objects?",Dan Walker,November 2017,3100,95,https://ted.com/talks/dan_walker_can_we_print_smart_objects
How fiction can help us better understand our reality,Christian Wickert,November 2017,19000,594,https://ted.com/talks/christian_wickert_how_fiction_can_help_us_better_understand_our_reality
How we're tracking medical donations across the world,Christian Schröter,November 2017,3100,93,https://ted.com/talks/christian_schroter_how_we_re_tracking_medical_donations_across_the_world
Meet the robot designed like an octopus tentacle,Carl Vause,November 2017,4300,130,https://ted.com/talks/carl_vause_meet_the_robot_designed_like_an_octopus_tentacle
From flesh eating bacteria to molecular superglue,Bijan Zakeri,November 2017,7400,222,https://ted.com/talks/bijan_zakeri_from_flesh_eating_bacteria_to_molecular_superglue
Could fish social networks help us save coral reefs?,Mike Gil,August 2017,1000000,31000,https://ted.com/talks/mike_gil_could_fish_social_networks_help_us_save_coral_reefs
The gift and power of emotional courage,Susan David,November 2017,9600000,288000,https://ted.com/talks/susan_david_the_gift_and_power_of_emotional_courage
Why I study the most dangerous animal on earth — mosquitoes,Fredros Okumu,August 2017,1200000,37000,https://ted.com/talks/fredros_okumu_why_i_study_the_most_dangerous_animal_on_earth_mosquitoes
The thrilling potential for off-grid solar energy,Amar Inamdar,August 2017,1600000,49000,https://ted.com/talks/amar_inamdar_the_thrilling_potential_for_off_grid_solar_energy
What's it like to be a robot?,Leila Takayama,April 2017,1200000,36000,https://ted.com/talks/leila_takayama_what_s_it_like_to_be_a_robot
The surprising solution to ocean plastic,David Katz,December 2017,2100000,63000,https://ted.com/talks/david_katz_the_surprising_solution_to_ocean_plastic
"Photos of Africa, taken from a flying lawn chair",George Steinmetz,August 2017,502000,15000,https://ted.com/talks/george_steinmetz_photos_of_africa_taken_from_a_flying_lawn_chair
The dangerous evolution of HIV,Edsel Salvaña,August 2017,1300000,41000,https://ted.com/talks/edsel_salvana_the_dangerous_evolution_of_hiv
What I learned designing a school for the deaf,Marcus Adrian,October 2017,8200,248,https://ted.com/talks/marcus_adrian_what_i_learned_designing_a_school_for_the_deaf
The business benefits of doing good,Wendy Woods,October 2017,1500000,46000,https://ted.com/talks/wendy_woods_the_business_benefits_of_doing_good
An economic case for protecting the planet,Naoko Ishii,September 2017,1300000,40000,https://ted.com/talks/naoko_ishii_an_economic_case_for_protecting_the_planet
What comes after tragedy? Forgiveness,Azim Khamisa and Ples Felix,November 2017,1100000,34000,https://ted.com/talks/azim_khamisa_and_ples_felix_what_comes_after_tragedy_forgiveness
Want to change the world? Start by being brave enough to care,Cleo Wade,November 2017,3500000,107000,https://ted.com/talks/cleo_wade_want_to_change_the_world_start_by_being_brave_enough_to_care
"See how the rest of the world lives, organized by income",Anna Rosling Rönnlund,April 2017,2100000,63000,https://ted.com/talks/anna_rosling_ronnlund_see_how_the_rest_of_the_world_lives_organized_by_income
American bipartisan politics can be saved — here's how,Bob Inglis,November 2017,2300000,71000,https://ted.com/talks/bob_inglis_american_bipartisan_politics_can_be_saved_here_s_how
The hidden role informal caregivers play in health care,Scott Williams,November 2017,1100000,35000,https://ted.com/talks/scott_williams_the_hidden_role_informal_caregivers_play_in_health_care
Talk about your death while you're still healthy,Michelle Knox,December 2017,1400000,42000,https://ted.com/talks/michelle_knox_talk_about_your_death_while_you_re_still_healthy
"The search for ""aha!"" moments",Matt Goldman,October 2017,1300000,39000,https://ted.com/talks/matt_goldman_the_search_for_aha_moments
How to put the power of law in people's hands,Vivek Maru,August 2017,1300000,39000,https://ted.com/talks/vivek_maru_how_to_put_the_power_of_law_in_people_s_hands
A one-man musical phenomenon,Jacob Collier,April 2017,1300000,40000,https://ted.com/talks/jacob_collier_a_one_man_musical_phenomenon
Want to be more creative? Go for a walk,Marily Oppezzo,April 2017,4000000,122000,https://ted.com/talks/marily_oppezzo_want_to_be_more_creative_go_for_a_walk
How record collectors find lost music and preserve our cultural heritage,Alexis Charpentier,November 2016,1000000,30000,https://ted.com/talks/alexis_charpentier_how_record_collectors_find_lost_music_and_preserve_our_cultural_heritage
What we can learn from college athletes,Kendall Spencer,November 2017,26000,784,https://ted.com/talks/kendall_spencer_what_we_can_learn_from_college_athletes_apr_2018
How we can stop Africa's scientific brain drain,Kevin Njabo,August 2017,998000,29000,https://ted.com/talks/kevin_njabo_how_we_can_stop_africa_s_scientific_brain_drain
Medical tech designed to meet Africa's needs,Soyapi Mumba,August 2017,1000000,32000,https://ted.com/talks/soyapi_mumba_medical_tech_designed_to_meet_africa_s_needs
How adaptive clothing empowers people with disabilities,Mindy Scheier,November 2017,1000000,31000,https://ted.com/talks/mindy_scheier_how_adaptive_clothing_empowers_people_with_disabilities
The inspiring truth in fiction,Tomas Elemans,November 2017,54000,1600,https://ted.com/talks/tomas_elemans_the_inspiring_truth_in_fiction
How data is driving the future of fashion,Steve Brown,November 2017,19000,596,https://ted.com/talks/steve_brown_how_data_is_driving_the_future_of_fashion
 Inside Africa's thriving art scene,Touria El Glaoui,August 2017,949000,28000,https://ted.com/talks/touria_el_glaoui_inside_africa_s_thriving_art_scene
A millennial's unexpected secret to success,Daniela Zamudio,November 2017,21000,659,https://ted.com/talks/daniela_zamudio_a_millennial_s_unexpected_secret_to_success
Lessons from a lifetime of bad advice,Nicole Wilson,November 2017,13000,401,https://ted.com/talks/nicole_wilson_lessons_from_a_lifetime_of_bad_advice
One dad's mission to rebuild bonds between kids and their fathers,Dwight Stitt,November 2017,16000,488,https://ted.com/talks/dwight_stitt_one_dad_s_mission_to_rebuild_bonds_between_kids_and_their_fathers
How a child's mess could help you rediscover your creativity ,Gabriela Roa,November 2017,8000,241,https://ted.com/talks/gabriela_roa_how_a_child_s_mess_could_help_you_rediscover_your_creativity
For women in pursuit of motherhood and a career,Irene Mora,November 2017,83000,2500,https://ted.com/talks/irene_mora_for_women_in_pursuit_of_motherhood_and_a_career
Why your business needs dissenters,Andrew Millar,November 2017,16000,493,https://ted.com/talks/andrew_millar_why_your_business_needs_dissenters
A data translation toolkit that anyone can use,Jonathan Koch,November 2017,7600,230,https://ted.com/talks/jonathan_koch_a_data_translation_toolkit_that_anyone_can_use
How companies predict fashion trends and kill individuality,Mahir Can Işik,November 2017,37000,1100,https://ted.com/talks/mahir_can_isik_how_companies_predict_fashion_trends_and_kill_individuality
"Mammoths resurrected, geoengineering and other thoughts from a futurist",Stewart Brand and Chris Anderson,April 2017,1100000,35000,https://ted.com/talks/stewart_brand_and_chris_anderson_mammoths_resurrected_geoengineering_and_other_thoughts_from_a_futurist
What we don't teach kids about sex,Sue Jaye Johnson,June 2017,3600000,110000,https://ted.com/talks/sue_jaye_johnson_what_we_don_t_teach_kids_about_sex
Our treatment of HIV has advanced. Why hasn't the stigma changed?,Arik Hartmann,September 2016,1100000,35000,https://ted.com/talks/arik_hartmann_our_treatment_of_hiv_has_advanced_why_hasn_t_the_stigma_changed
Why we need to move manufacturing off-planet,James Orsulak,November 2017,27000,827,https://ted.com/talks/james_orsulak_why_we_need_to_move_manufacturing_off_planet
3 thoughtful ways to conserve water,Lana Mazahreh,October 2017,1200000,38000,https://ted.com/talks/lana_mazahreh_3_thoughtful_ways_to_conserve_water
You aren't at the mercy of your emotions — your brain creates them,Lisa Feldman Barrett,December 2017,6400000,193000,https://ted.com/talks/lisa_feldman_barrett_you_aren_t_at_the_mercy_of_your_emotions_your_brain_creates_them
How adoption worked for me,Christopher Ategeka,August 2017,1000000,32000,https://ted.com/talks/christopher_ategeka_how_adoption_worked_for_me
How to manage your time more effectively (according to machines),Brian Christian,January 2018,5100000,155000,https://ted.com/talks/brian_christian_how_to_manage_your_time_more_effectively_according_to_machines
"""Good"" and ""bad"" are incomplete stories we tell ourselves",Heather Lanier,October 2017,2800000,84000,https://ted.com/talks/heather_lanier_good_and_bad_are_incomplete_stories_we_tell_ourselves
The next generation of African architects and designers,Christian Benimana,August 2017,1000000,31000,https://ted.com/talks/christian_benimana_the_next_generation_of_african_architects_and_designers
Why should you read Charles Dickens?,Iseult Gillespie,December 2017,1400000,44000,https://ted.com/talks/iseult_gillespie_why_should_you_read_charles_dickens
A mother and son united by love and art,Deb Willis and Hank Willis Thomas,November 2017,1000000,30000,https://ted.com/talks/deb_willis_and_hank_willis_thomas_a_mother_and_son_united_by_love_and_art
The power of citizen video to create undeniable truths,Yvette Alberdingk Thijm,April 2017,1100000,35000,https://ted.com/talks/yvette_alberdingk_thijm_the_power_of_citizen_video_to_create_undeniable_truths
Increase your self-awareness with one simple fix,Tasha Eurich,November 2017,3700000,113000,https://ted.com/talks/tasha_eurich_increase_your_self_awareness_with_one_simple_fix
I've lived as a man and as a woman — here's what I've learned,Paula Stone Williams,November 2017,4500000,136000,https://ted.com/talks/paula_stone_williams_i_ve_lived_as_a_man_and_as_a_woman_here_s_what_i_ve_learned
"To find success, embrace what makes you different",Phillip Picardi,November 2017,29000,873,https://ted.com/talks/phillip_picardi_to_find_success_embrace_what_makes_you_different
"Plastic pollution, our toilets and us",Natalie Fee,November 2017,152000,4500,https://ted.com/talks/natalie_fee_plastic_pollution_our_toilets_and_us
"A vehicle built in Africa, for Africa",Joel Jackson,August 2017,1100000,33000,https://ted.com/talks/joel_jackson_a_vehicle_built_in_africa_for_africa
The history of human emotions,Tiffany Watt Smith,November 2017,4300000,131000,https://ted.com/talks/tiffany_watt_smith_the_history_of_human_emotions
The gift of words,Javed Akhtar,December 2017,663000,19000,https://ted.com/talks/javed_akhtar_the_gift_of_words
Huellas de la discriminación,Alex Apella,November 2017,56000,1600,https://ted.com/talks/alex_apella_huellas_de_la_discriminacion
Want to get great at something? Get a coach,Atul Gawande,April 2017,3700000,112000,https://ted.com/talks/atul_gawande_want_to_get_great_at_something_get_a_coach
How China is changing the future of shopping,Angela Wang,October 2017,1900000,57000,https://ted.com/talks/angela_wang_how_china_is_changing_the_future_of_shopping
A new weapon in the fight against superbugs,David Brenner,April 2017,1300000,40000,https://ted.com/talks/david_brenner_a_new_weapon_in_the_fight_against_superbugs
Success stories from Kenya's first makerspace,Kamau Gachigi,August 2017,1100000,35000,https://ted.com/talks/kamau_gachigi_success_stories_from_kenya_s_first_makerspace
Lessons from a solar storm chaser,Miho Janvier,August 2017,1200000,38000,https://ted.com/talks/miho_janvier_lessons_from_a_solar_storm_chaser
Free yourself from your filter bubbles,Joan Blades and John Gable,November 2017,1300000,41000,https://ted.com/talks/joan_blades_and_john_gable_free_yourself_from_your_filter_bubbles
Hablemos de la muerte con los niños | Alejandro Nespral | TEDxBariloche,Alejandro Nespral,September 2017,12000,386,https://ted.com/talks/alejandro_nespral_hablemos_de_la_muerte_con_los_ninos
Adventures of an interplanetary architect,Xavier De Kestelier,November 2016,1200000,38000,https://ted.com/talks/xavier_de_kestelier_adventures_of_an_interplanetary_architect
A bold plan to house 100 million people,Gautam Bhan,December 2017,579000,17000,https://ted.com/talks/gautam_bhan_a_bold_plan_to_house_100_million_people
The disease-eradicating potential of gene editing,Tal Zaks,November 2017,128000,3800,https://ted.com/talks/tal_zaks_the_disease_eradicating_potential_of_gene_editing
My quest to sleep in every former slave dwelling in the US,Joseph McGill,June 2017,7600,229,https://ted.com/talks/joseph_mcgill_my_quest_to_sleep_in_every_former_slave_dwelling_in_the_us
How augmented reality could change the future of surgery,Nadine Hachach-Haram,November 2017,1300000,39000,https://ted.com/talks/nadine_hachach_haram_how_augmented_reality_could_change_the_future_of_surgery
How urban agriculture is transforming Detroit,Devita Davison,April 2017,1200000,38000,https://ted.com/talks/devita_davison_how_urban_agriculture_is_transforming_detroit
What makes something go viral?,Dao Nguyen,October 2017,1500000,46000,https://ted.com/talks/dao_nguyen_what_makes_something_go_viral
How fake handbags fund terrorism and organized crime,Alastair Gray,November 2017,1500000,45000,https://ted.com/talks/alastair_gray_how_fake_handbags_fund_terrorism_and_organized_crime
The secret language of letter design,Martina Flor,October 2016,535000,16000,https://ted.com/talks/martina_flor_the_secret_language_of_letter_design
The brain benefits of deep sleep — and how to get more of it,Dan Gartenberg,June 2017,4300000,131000,https://ted.com/talks/dan_gartenberg_the_brain_benefits_of_deep_sleep_and_how_to_get_more_of_it
A marriage of opposites: Krump meets Mozart, WOLF,October 2017,8100,244,https://ted.com/talks/wolf_a_marriage_of_opposites_krump_meets_mozart
The basics of AI for business,Philipp Gerbert,October 2017,32000,976,https://ted.com/talks/philipp_gerbert_the_basics_of_ai_for_business
The 4 superpowers of design,Kevin Bethune,October 2017,24000,735,https://ted.com/talks/kevin_bethune_the_4_superpowers_of_design
"How do we bridge the ""anxiety gap"" at work?",Erica Joy Baker,October 2017,41000,1200,https://ted.com/talks/erica_joy_baker_how_do_we_bridge_the_anxiety_gap_at_work
External innovation basics from an R&D expert,Michael Ringel,October 2017,35000,1000,https://ted.com/talks/michael_ringel_external_innovation_basics_from_an_r_d_expert
"Why I'm done trying to be ""man enough""",Justin Baldoni,November 2017,8000000,241000,https://ted.com/talks/justin_baldoni_why_i_m_done_trying_to_be_man_enough
Get comfortable with being uncomfortable,Luvvie Ajayi Jones,November 2017,8000000,241000,https://ted.com/talks/luvvie_ajayi_jones_get_comfortable_with_being_uncomfortable
A Republican mayor's plan to replace partisanship with policy,G.T. Bynum,February 2017,969000,29000,https://ted.com/talks/g_t_bynum_a_republican_mayor_s_plan_to_replace_partisanship_with_policy
What AI is — and isn't,Sebastian Thrun and Chris Anderson,April 2017,1600000,49000,https://ted.com/talks/sebastian_thrun_and_chris_anderson_what_ai_is_and_isn_t
Fashion has a pollution problem — can biology fix it?,Natsai Audrey Chieza,October 2017,1300000,40000,https://ted.com/talks/natsai_audrey_chieza_fashion_has_a_pollution_problem_can_biology_fix_it
The future of good food in China,Matilda Ho,April 2017,1500000,45000,https://ted.com/talks/matilda_ho_the_future_of_good_food_in_china
How uncomfortable conversations can save lives,Lyra McKee,November 2017,176000,5200,https://ted.com/talks/lyra_mckee_how_uncomfortable_conversations_can_save_lives
How math can prepare new generations for the future,Masha Gershman,November 2017,49000,1400,https://ted.com/talks/masha_gershman_how_math_can_prepare_new_generations_for_the_future
How we're using drones to deliver blood and save lives,Keller Rinaudo,August 2017,1200000,38000,https://ted.com/talks/keller_rinaudo_how_we_re_using_drones_to_deliver_blood_and_save_lives
The science of cells that never get old,Elizabeth Blackburn,April 2017,2200000,66000,https://ted.com/talks/elizabeth_blackburn_the_science_of_cells_that_never_get_old
How ancient technology inspired my award-winning inventions,Macinley Butson,September 2017,40000,1200,https://ted.com/talks/macinley_butson_how_ancient_technology_inspired_my_award_winning_inventions
An interview with the Queen of Creole Cuisine,Leah Chase and Pat Mitchell,November 2017,1600000,49000,https://ted.com/talks/leah_chase_and_pat_mitchell_an_interview_with_the_queen_of_creole_cuisine
How can groups make good decisions?,Mariano Sigman and Dan Ariely,April 2017,1600000,48000,https://ted.com/talks/mariano_sigman_and_dan_ariely_how_can_groups_make_good_decisions
Small ways women can support each other at work ,Crystal Martin,November 2017,35000,1000,https://ted.com/talks/crystal_martin_small_ways_women_can_support_each_other_at_work_apr_2017
Activism needs introverts,Sarah Corbett,November 2016,1200000,38000,https://ted.com/talks/sarah_corbett_activism_needs_introverts
"How Amazon, Apple, Facebook and Google manipulate our emotions",Scott Galloway,October 2017,3100000,94000,https://ted.com/talks/scott_galloway_how_amazon_apple_facebook_and_google_manipulate_our_emotions
The hidden opportunities of the informal economy,Niti Bhan,August 2017,1200000,37000,https://ted.com/talks/niti_bhan_the_hidden_opportunities_of_the_informal_economy
How to transform apocalypse fatigue into action on global warming,Per Espen Stoknes,September 2017,3200000,97000,https://ted.com/talks/per_espen_stoknes_how_to_transform_apocalypse_fatigue_into_action_on_global_warming
Why do I make art? To build time capsules for my heritage,Kayla Briët,April 2017,1000000,30000,https://ted.com/talks/kayla_briet_why_do_i_make_art_to_build_time_capsules_for_my_heritage
How grief helped me become a better caregiver,Hui-wen Sato,September 2017,78000,2300,https://ted.com/talks/hui_wen_sato_how_grief_helped_me_become_a_better_caregiver
The therapeutic value of photography,Ryan Pfluger,September 2017,55000,1600,https://ted.com/talks/ryan_pfluger_the_therapeutic_value_of_photography
I don't want children — stop telling me I'll change my mind,Christen Reighter,October 2016,3800000,115000,https://ted.com/talks/christen_reighter_i_don_t_want_children_stop_telling_me_i_ll_change_my_mind
How my dad's dementia changed my idea of death (and life),Beth Malone,June 2017,1200000,38000,https://ted.com/talks/beth_malone_how_my_dad_s_dementia_changed_my_idea_of_death_and_life
How the military fights climate change,David Titley,April 2017,1000000,30000,https://ted.com/talks/david_titley_how_the_military_fights_climate_change
The Housing First approach to homelessness,Lloyd Pendleton,November 2016,1100000,33000,https://ted.com/talks/lloyd_pendleton_the_housing_first_approach_to_homelessness
How to talk (and listen) to transgender people,Jackson Bird,June 2017,1800000,54000,https://ted.com/talks/jackson_bird_how_to_talk_and_listen_to_transgender_people
What I learned serving time for a crime I didn't commit,Teresa Njoroge,November 2017,1400000,43000,https://ted.com/talks/teresa_njoroge_what_i_learned_serving_time_for_a_crime_i_didn_t_commit
How technology can reconnect parents and kids,Lana Yarosh,August 2017,8000,242,https://ted.com/talks/lana_yarosh_how_technology_can_reconnect_parents_and_kids
How judges can show respect,Victoria Pratt,October 2016,1200000,37000,https://ted.com/talks/victoria_pratt_how_judges_can_show_respect
The biggest risks facing cities — and some solutions,Robert Muggah,September 2017,1300000,39000,https://ted.com/talks/robert_muggah_the_biggest_risks_facing_cities_and_some_solutions
We should aim for perfection — and stop fearing failure,Jon Bowers,July 2017,1800000,54000,https://ted.com/talks/jon_bowers_we_should_aim_for_perfection_and_stop_fearing_failure
